u2,tropicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,nature basket ,nature basket,mother dairy,ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,Winkies ,times of india ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,winkies,sparkling ,kingfisher ,cantare,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,nature basket ,amul,chitale,fresho,winkies ,english oven ,sugarlite,wheat ,bru,sparkling ,belgian ,pulse,,,,,,,,,,,,,,,,,,,
u3,fresho,chitale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,chitale ,chitale,mother dairy,mother dairy,britannia ,aqua,kinley,times of india ,,,,,,,,,,,,,,,,,,,,,,,,
u1,nescafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,monginis,aqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,maza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,nature basket ,farm fresh,chitale,mother dairy ,amul,nestle,milky mist,winkies,aqua,winkies,,,,,,,,,,,,,,,,,,,,,,
u1,licious,britannia ,Whiskas ,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,licious,exotic flora,farm fresh,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,exotic flora,farm fresh,mother dairy ,fresho,winkies ,britannia ,amul,Rex,tropicana,,,,,,,,,,,,,,,,,,,,,,
u5,mother dairy,chitale,amul,fresho,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,amul,mother dairy ,amul,english oven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,exotic flora,winkies ,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,winkies,fortune,aqua,boomer,marshmallow,nykaa,akin,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,meatigo,amul,amul,britannia ,Purepet,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,britannia ,monginis,sugarlite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,nature basket,mother dairy,fresho,fresho,balaji,exotic flora,surf excel,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,english oven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,licious,licious ,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,quickee,fresho,winkies,winkies ,sugarlite,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,winkies,english oven ,sparkling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,amul,bru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,sette,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,amul,mother dairy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,nature basket,fresho,mother dairy,fresho,britannia ,haldiram,toblerone,,,,,,,,,,,,,,,,,,,,,,,,
u1,york arros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,mother dairy,chitale,amul,naturefresh,menakao,savoka,trustbasket,,,,,,,,,,,,,,,,,,,,,,,,,
u3,licious,nature basket,amul,fresho,patanjali,fratelli,menakao,the hindu,,,,,,,,,,,,,,,,,,,,,,,,
u4,amul,meatigo,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,nature basket,mother dairy,britannia ,sugarlite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nature basket,mother dairy,mother dairy ,nestle ,monginis,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,ashirwad,patanjali,bisleri,tropicana,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,madhur ,bisleri,sparkling ,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,bikaji,nescafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,cadbury ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,amul,exotic flora,fresho,britannia ,fortune,amul,exotic flora,real,harpic,,,,,,,,,,,,,,,,,,,,,,
u3,nature basket ,fresho,mother dairy,exotic flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,nestle,fresho,tata,fortune,fratelli vitae chardonnay,savoka,,,,,,,,,,,,,,,,,,,,,,,,,
u5,bisleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,fresho,fresho,amul,britannia ,mansion house,surf excel,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nescafe,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,farm fresh,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,nature basket ,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,nature basket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,real,balaji,misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,nature basket,chitale ,amul,mother dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,exotic flora,fresho,nature basket,fresho,fresho,amul,dawaat,nescafe,toblerone,,,,,,,,,,,,,,,,,,,,,,,
u5,surf excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,exotic flora,nikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,amul,britannia ,winkies ,tropicana,kingfisher ,york arros,la casa,ikea,,,,,,,,,,,,,,,,,,,,,,,
u3,quickee,licious,fresho,exotic flora,nature basket ,nature basket,nutralite,di martino,fortune,tide ,,,,,,,,,,,,,,,,,,,,,,
u4,mother dairy,amul,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,nature basket,exotic flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,sparkling ,maza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,fresho,fresho,amul,britannia ,english oven ,kinley,nomad,harpic,,,,,,,,,,,,,,,,,,,,,,,
u3,quickee,britannia ,aqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,amul,amul,bru,real,kingfisher ,ujala,vanity,canon,suprino,,,,,,,,,,,,,,,,,,,,,,
u5,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,britannia ,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious ,fresho,nature basket ,nature basket ,winkies ,surf excel,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,mother dairy,amul,winkies,sparkling ,la casa,alpenlibe,roll fom,,,,,,,,,,,,,,,,,,,,,,,,,
u4,nutralite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,exotic flora,exotic flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,quickee,fresho,nature basket ,nature basket,britannia ,patanjali,fresho,budwieser,boomer,clay craft,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,bisleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,mother dairy,ferrero,fresho,winkies,nutralite,aqua,sette,the hindu,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,mother dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,nature basket ,amul,nutralite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,amul,chitale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,amul,fresho,winkies,kingfisher ,fratelli,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,farm fresh,mother dairy,fresho,licious,kinley,clay craft,,,,,,,,,,,,,,,,,,,,,,,,,
u4,amul,mother dairy,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,licious,farm fresh,english oven ,nutralite,bru,english oven,beardo,suprino,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,licious,winkies,belgian ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,ferrero,britannia ,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,monginis,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,farm fresh,sette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,bisleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,licious,fresho,fresho,exotic flora,amul,mother dairy,britannia ,fresho,fortune,madhur ,fresho,maza,real,vanity,,,,,,,,,,,,,,,,,
u2,fratelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,nomad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,chitale ,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,milky mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,amul,amul,pepsi,britannia ,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,mother dairy ,fortune,absolut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,farm fresh,nescafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,winkies,maggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,licious,mother dairy,britannia ,nutralite,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,farm fresh,maza,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,amul,fresho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,mother dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,nature basket,nutralite,mother dairy,britannia ,fortune,nutralite,times of india ,,,,,,,,,,,,,,,,,,,,,,,,,
u1,quickee,winkies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,quickee,fresho,exotic flora,nature basket,mother dairy,amul,fresho,britannia ,sugarlite,Weikfield,,,,,,,,,,,,,,,,,,,,,,
u3,nestle ,amul,dabur,kinley,tide ,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,fresho,exotic flora,britannia ,bisleri,colgate,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,di martino,act 2 popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,farm fresh,mother dairy,licious,britannia,cadbury ,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,exotic flora,nature basket,ferrero,britannia ,clay craft,misa,,,,,,,,,,,,,,,,,,,,,,,,,
u3,winkies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,farm fresh,amul,ferrero,chitale,vanity,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,nature basket,amul,chitale,pepsi,amul,fresho,real,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,
u1,nescafe,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,act 2 popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,mother dairy,winkies,madhur ,bisleri,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,nature basket,fresho,amul,haldiram,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,meatigo,fresho,fortune,drupak,kraft seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,amul,chitale,sunfeast ,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,quickee,kinley,boomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,exotic flora,mother dairy,aqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,lays,farm fresh,fresho,budwieser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,coca cola,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,fresho,mother dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,amul,monginis,winkies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,lays,sula riesling,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,farm fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,fresho,farm fresh,mother dairy,britannia ,winkies ,real,budwieser,,,,,,,,,,,,,,,,,,,,,,,,
u2,nature basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,mother dairy ,nestle ,mother dairy,lays,popcorn fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,amul,ferrero,kinley,lays,belgian ,amul,toblerone,suprino,,,,,,,,,,,,,,,,,,,,,,,,
u1,amul,britannia ,millet,wag & love,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,mother dairy,patanjali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,ferrero,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,amul,bru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,farm fresh,bisleri,la casa,ikea,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,mother dairy,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nature basket,vadilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,farm fresh,bisleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,kinley,budwieser,sula riesling,piccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,alpenlibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,fresho,exotic flora,exotic flora,fresho,farm fresh,mother dairy,chitale,amul,amul,mother dairy,mother dairy,mother dairy,mother dairy,bikaji,fresho,fresho,winkies ,sugarlite,wheat ,tropicana,kingfisher ,la casa,,,,,,,,,
u2,winkies,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,amul,britannia ,english oven,Winkies ,amul,cantare,ikea,,,,,,,,,,,,,,,,,,,,,,,,,
u4,quickee,fresho,amul,mother dairy,amul,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,farm fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,wag & love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,cantare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,mother dairy ,tata,absolut,tide ,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,quickee,winkies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,sparkling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,meatigo,nature basket ,fresho,amul,sunfeast ,amul,winkies ,,,,,,,,,,,,,,,,,,,,,,,,,
u2,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,exotic flora,meatigo,nature basket,fresho,suhana,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,quickee,nature basket,nestle,amul,sugarlite,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,licious,kingfisher ,absolut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,menakao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,amul,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,amul,bisleri,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,winkies,centre fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,exotic flora,fresho,farm fresh,amul,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,nature basket,english oven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,britannia ,monginis,sparkling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,nutralite,chitale,bisleri,kinley,garnier,vanity,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nestle,sugarlite,nescafe,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,licious,nature basket,amul,sparkling ,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,amul,coca cola,amul,sparkling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,fresho,meatigo,mother dairy,britannia ,amul,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,coca cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,pepsi,nomad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,bisleri,tropicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,times of india ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,colin,whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,kinley,times of india ,ikea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,meatigo,fresho,farm fresh,amul,nestle ,amul,coca cola,mother dairy,winkies,vim,prestige,,,,,,,,,,,,,,,,,,,,
u4,maza,times of india ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fratelli vitae chardonnay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,amul,winkies,sparkling ,kingfisher ,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,exotic flora,amul,kingfisher ,britannia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,licious,fresho,exotic flora,exotic flora,patanjali,Rex,tata,roll fom,,,,,,,,,,,,,,,,,,,,,,,,
u4,amul,britannia ,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,fresho,nature basket ,fresho,nature basket,bisleri,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,exotic flora,fresho,farm fresh,amul,sunfeast ,nestle ,pepsi,britannia ,britannia ,britannia ,red label,aqua,,,,,,,,,,,,,,,,,,,,
u3,amul,oetkar,bisleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,licious ,pepsi,amul,winkies,everest ,aspire solutions,kraft seeds,,,,,,,,,,,,,,,,,,,,,,,,
u5,licious,fresho,fresho,nutralite,amul,mother dairy,britannia ,lays,english oven,,,,,,,,,,,,,,,,,,,,,,,
u1,exotic flora,nature basket,nutralite,winkies,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nature basket ,coca cola,maggi,fresho,tide ,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,exotic flora,farm fresh,mother dairy,amul,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,amul,amul,english oven,amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,amul,mother dairy ,ferrero,amul,amul,kwality walls,britannia ,tata,madhur ,wheat ,fresho,fresho,nivea,vanity,akin,,,,,,,,,,,,,,,,
u1,fresho,amul,english oven ,amul,madhur ,alpenlibe,times of india ,,,,,,,,,,,,,,,,,,,,,,,,,
u2,nature basket,mother dairy,bisleri,sparkling ,maza,kingfisher ,york arros,akin,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,mother dairy,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,patanjali,vanity,akin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,quickee,meatigo,fresho,fresho,fresho,amul,nutralite,havmor,fresho,bisleri,budwieser,,,,,,,,,,,,,,,,,,,,,
u1,milky mist,winkies,bisleri,the hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,mother dairy,winkies,kinley,toblerone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,meatigo,exotic flora,ikea,nikon,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,exotic flora,nature basket,mother dairy,britannia ,kinley,suprino,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,mother dairy,pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,winkies,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,exotic flora,amul,mother dairy ,amul,amul,britannia ,bisleri,vanity,,,,,,,,,,,,,,,,,,,,,,,
u3,vadilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,smirnoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,exotic flora,nature basket,tropicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,nature basket ,farm fresh,chitale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,kinley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,licious,fresho,exotic flora,nature basket,mother dairy,chitale,winkies,aqua,kinley,toblerone,times of india ,,,,,,,,,,,,,,,,,,,,,
u5,fresho,mother dairy,whiskas,surf excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,exotic flora,nature basket ,fresho,nature basket,monginis,cantare,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,toblerone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,haldiram,bru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,aqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,quickee,licious,chitale,mother dairy,winkies,amul,suhana,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,exotic flora,fresho,nature basket,amul,fresho,madhur ,continental,red label,sparkling ,nykaa,vanity,,,,,,,,,,,,,,,,,,,,
u4,tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,exotic flora,nature basket,nature basket ,nature basket ,amul,sparkling ,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,licious,winkies,bisleri,real,vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3,fresho,amul,angostura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4,fresho,fresho,exotic flora,amul,chitale ,amul,fortune,vanity,,,,,,,,,,,,,,,,,,,,,,,,
u5,fresho,exotic flora,nature basket ,nature basket,amul,mother dairy,fresho,winkies ,nutralite,Weikfield,belgian ,,,,,,,,,,,,,,,,,,,,,
u1,licious,farm fresh,mother dairy,mother dairy ,chitale,winkies,english oven ,britannia ,nutralite,aqua,tropicana,,,,,,,,,,,,,,,,,,,,,
u2,meatigo ,exotic flora,farm fresh,amul,ferrero,chitale,amul,winkies,di martino,sparkling ,la casa,,,,,,,,,,,,,,,,,,,,,
u3,quickee,nature basket,exotic flora,nature basket ,amul,fresho,britannia ,,,,,,,,,,,,,,,,,,,,,,,,,
u4,quickee,fresho,exotic flora,farm fresh,mother dairy,britannia ,sugarlite,kinley,,,,,,,,,,,,,,,,,,,,,,,,
u5,kingfisher ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u1,licious,nature basket,veeba,english oven ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2,fresho,amul,amul,chitale,licious,britannia ,oetkar,fresho,aqua,maza,,,,,,,,,,,,,,,,,,,,,,
